'Abd_Allah_II_ibn_'Ali_'Abd_ash-Shakur	commanderOf	Battle_of_Chelenqo	1887.0	Ethiopia
'Ali_Effendi	commanderOf	Battle_of_Aba	1881.0	Aba_Island
'Ali_Effendi	commanderOf	Battle_of_Aba	1881.0	Khedivate_of_Egypt
'Ali_ibn_Aban_al-Muhallabi	commanderOf	Battle_of_the_Barges	869.0	Basra
'Ali_ibn_Muhammad_(Zanj_leader)	commanderOf	Battle_of_the_Barges	869.0	Basra
'Ali_ibn_Muhammad_(Zanj_leader)	commanderOf	Occupation_of_al-Ubulla_(870)	870.0	Ubulla
'Amr_bin_Ma'adi_Yakrib	commanderOf	Battle_of_al-Qadisiyyah	636.0	Al-Qadisiyyah_(historical_city)
'Amr_bin_Ma'adi_Yakrib	commanderOf	Battle_of_al-Qadisiyyah	636.0	Sasanian_Empire
'Ubadah_ibn_al-Samit	commanderOf	Battle_of_Uhud	625.0	Mount_Uhud
'Ubadah_ibn_al-Samit	commanderOf	Siege_of_Damascus_(634)	634.0	Damascus
'Ubadah_ibn_al-Samit	commanderOf	Siege_of_Damascus_(634)	634.0	Syria
2015_Camp_Badaber_attack	commanderOf	2015_Camp_Badaber_attack	2015.0	Badaber
2015_Camp_Badaber_attack	commanderOf	2015_Camp_Badaber_attack	2015.0	Khyber-Pakhtunkhwa
2015_Camp_Badaber_attack	commanderOf	2015_Camp_Badaber_attack	2015.0	PAF_Camp_Badaber
2015_Camp_Badaber_attack	commanderOf	2015_Camp_Badaber_attack	2015.0	Pakistan
2015_Camp_Badaber_attack	commanderOf	2015_Camp_Badaber_attack	2015.0	Peshawar_District
360_Architecture	architectOf	Al_Fayhaa_Stadium	2013.0	Basra
360_Architecture	architectOf	Al_Fayhaa_Stadium	2013.0	Iraq
360_Architecture	architectOf	American_Airlines_Arena	1999.0	Florida
360_Architecture	architectOf	American_Airlines_Arena	1999.0	Miami
360_Architecture	architectOf	Auburn_Arena	2010.0	Auburn,_Alabama
360_Architecture	architectOf	BB&T_Arena	2008.0	Highland_Heights,_Kentucky
360_Architecture	architectOf	BB&T_Arena	2008.0	Kentucky
360_Architecture	architectOf	Banterra_Center	1964.0	Carbondale,_Illinois
360_Architecture	architectOf	Banterra_Center	1964.0	United_States
360_Architecture	architectOf	Basra_Sports_City	2013.0	Basra
360_Architecture	architectOf	Basra_Sports_City	2013.0	Iraq
360_Architecture	architectOf	Bounce_House	2007.0	Orlando,_Florida
360_Architecture	architectOf	FNB_Field	1987.0	Harrisburg,_Pennsylvania
360_Architecture	architectOf	GCU_Arena	2011.0	Phoenix,_Arizona
360_Architecture	architectOf	Gaylord_Family_Oklahoma_Memorial_Stadium	1923.0	Norman,_Oklahoma
360_Architecture	architectOf	Hammons_Field	2004.0	Missouri
360_Architecture	architectOf	Hammons_Field	2004.0	Springfield,_Missouri
360_Architecture	architectOf	Husky_Stadium	1920.0	Seattle
360_Architecture	architectOf	Husky_Stadium	1920.0	University_of_Washington
360_Architecture	architectOf	Husky_Stadium	1920.0	Washington_(state)
360_Architecture	architectOf	Husky_Stadium	2013.0	Seattle
360_Architecture	architectOf	Husky_Stadium	2013.0	University_of_Washington
360_Architecture	architectOf	Husky_Stadium	2013.0	Washington_(state)
360_Architecture	architectOf	Kohl_Center	1998.0	Madison,_Wisconsin
360_Architecture	architectOf	MetLife_Stadium	2010.0	East_Rutherford,_New_Jersey
360_Architecture	architectOf	Mohegan_Sun_Arena_at_Casey_Plaza	1999.0	Wilkes-Barre_Township,_Pennsylvania
360_Architecture	architectOf	Nationwide_Arena	2000.0	Columbus,_Ohio
360_Architecture	architectOf	New_Najaf_Stadium	2018.0	Iraq
360_Architecture	architectOf	New_Najaf_Stadium	2018.0	Najaf
360_Architecture	architectOf	Rogers_Place	2016.0	Alberta
360_Architecture	architectOf	Rogers_Place	2016.0	Edmonton
360_Architecture	architectOf	Saluki_Stadium	2010.0	Carbondale,_Illinois
360_Architecture	architectOf	Stockton_Arena	2005.0	Stockton,_California
360_Architecture	architectOf	T-Mobile_Center	2007.0	Kansas_City,_Missouri
360_Architecture	architectOf	T-Mobile_Park	1999.0	Seattle,_Washington
360_Architecture	architectOf	Truist_Stadium	2010.0	Winston-Salem,_North_Carolina
360_Architecture	architectOf	Veterans_Memorial_Stadium_(Cedar_Rapids)	2002.0	Cedar_Rapids,_Iowa
3LHD	architectOf	Spaladium_Arena	2008.0	Croatia
3LHD	architectOf	Spaladium_Arena	2008.0	Split,_Croatia
3XN	architectOf	AC_Hotel_Bella_Sky_Copenhagen	2011.0	Copenhagen
3XN	architectOf	AC_Hotel_Bella_Sky_Copenhagen	2011.0	Denmark
3XN	architectOf	Royal_Arena	2017.0	Copenhagen
3XN	architectOf	Royal_Arena	2017.0	Ørestad
3XN	architectOf	UN_City	2013.0	Copenhagen
A&D_Wejchert_&_Partners_Architects	architectOf	The_Helix,_Dublin	2002.0	Glasnevin
A.E.W._Mason	authorOf	A_Romance_of_Wastdale_(novel)	1895.0	United_Kingdom
A.E.W._Mason	authorOf	Man_and_His_Kingdom_(novel)	1899.0	United_Kingdom
A.E.W._Mason	authorOf	Miranda_of_the_Balcony	1899.0	United_Kingdom
A.E.W._Mason	authorOf	The_Courtship_of_Morrice_Buckler	1896.0	United_Kingdom
A.E.W._Mason	authorOf	The_Drum_(novel)	1937.0	United_Kingdom
A.E.W._Mason	authorOf	The_Truants_(novel)	1904.0	United_Kingdom
A.E.W._Mason	authorOf	The_Witness_for_the_Defence_(novel)	1913.0	United_Kingdom
A.J._Drake	commanderOf	Battle_of_Tampa	1862.0	Tampa,_Florida
A.J._Healy	authorOf	Tommy_Storm_and_the_Galactic_Knights	2009.0	Ireland
A.M._Rathnam	producerOf	Sivakasi_(film)	2005.0	India
